AI_ML_Skills,Academic_Performance_Score,Algorithms_Skills,Business_Analysis_Skills,Coding_Skills_Rating,Communication_Skills,Computer_Architecture_Skills,Computer_Forensics_Skills,Cyber_Security_Skills,Data_Science_Skills,Database_Skills,Distributed_Computing_Skills,Electronics_Skills,Extra-courses did,Graphics_Designing_Skills,Hours working per day,Introvert,Java_Skills,Logical_Reasoning_Skills,Mathematics_Skills,Memory_Capability_Score,Networking_Skills,Operating_Systems_Skills,Programming_Skills,Project_Management_Skills,Public_Speaking_Skills,Python_Skills,Reading_Writing_Skills,SQL_Skills,Software_Development_Skills,Software_Engineering_Skills,Technical_Communication_Skills,Troubleshooting_Skills,can work long time before system?,certifications,hackathons,olympiads,self-learning capability?,talenttests taken?,worked in teams ever?,workshops,Target_Role
0,0.0,0,0,0,0,0,0,0,0,0,0,0,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Graphics_Designer
0,0.0,0,0,0,0,0,0,0,1,0,0,0,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,Graphics_Designer
0,0.0,0,0,0,0,0,0,0,2,0,0,0,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,Graphics_Designer
0,0.0,0,0,0,0,0,0,0,3,0,0,0,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,Graphics_Designer
0,0.0,0,0,0,0,0,0,0,4,0,0,0,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,Graphics_Designer
0,0.0,0,0,0,0,0,0,0,5,0,0,0,,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,Graphics_Designer
0,0.0,63,0,4,61,87,0,0,0,0,0,94,yes,0.0,9,0,0,4,84,excellent,94,69,78,0,8,0,excellent,0,0,87,0,0,1,shell programming,0,yes,1,no,1,cloud computing,Database_Professional
0,0.0,62,0,2,91,73,0,0,0,0,0,70,yes,0.0,12,1,0,7,84,medium,71,78,73,0,3,0,poor,0,0,60,0,0,1,machine learning,1,no,0,no,0,database security,Administrator
0,0.0,86,0,1,94,72,0,0,0,0,0,81,yes,0.0,11,1,0,1,72,excellent,61,71,91,0,3,0,poor,0,0,87,0,0,1,app development,4,yes,0,no,0,web technologies,Administrator
0,0.0,87,0,2,69,62,0,0,0,0,0,73,no,0.0,7,1,0,1,88,excellent,89,76,60,0,5,0,medium,0,0,84,0,0,0,python,1,no,1,yes,1,data science,Cyber_Security_Specialist
0,0.0,62,0,6,73,73,0,0,0,0,0,89,no,0.0,4,1,0,5,71,excellent,71,92,90,0,3,0,poor,0,0,67,0,0,0,app development,4,no,0,no,1,cloud computing,Business_Analyst
0,0.0,77,0,3,77,73,0,0,0,0,0,93,yes,0.0,6,1,0,3,63,poor,90,93,69,0,3,0,excellent,0,0,79,0,0,0,r programming,2,no,0,no,1,cloud computing,Database_Professional
0,0.0,72,0,6,60,78,0,0,0,0,0,63,no,0.0,12,0,0,2,94,excellent,66,84,88,0,6,0,poor,0,0,62,0,0,1,r programming,1,yes,0,no,0,cloud computing,Business_Intelligence_Analyst
0,0.0,66,0,4,90,61,0,0,0,0,0,69,no,0.0,10,1,0,5,87,poor,81,73,66,0,8,0,poor,0,0,81,0,0,0,information security,2,no,1,yes,1,testing,Business_Analyst
0,0.0,76,0,5,81,63,0,0,0,0,0,69,yes,0.0,10,0,0,9,63,poor,82,62,85,0,4,0,excellent,0,0,91,0,0,0,app development,0,yes,0,yes,1,data science,Software_Developer
0,0.0,80,0,3,89,75,0,0,0,0,0,82,no,0.0,8,1,0,6,94,poor,61,73,70,0,9,0,medium,0,0,83,0,0,1,hadoop,2,yes,0,no,1,database security,Mobile_App_Developer
0,0.0,76,0,9,85,86,0,0,0,0,0,72,no,0.0,8,0,0,3,89,excellent,70,63,81,0,7,0,medium,0,0,90,0,0,0,machine learning,6,yes,1,yes,1,hacking,UX_UI_Designer
0,0.0,64,0,8,79,65,0,0,0,0,0,70,yes,0.0,8,0,0,2,64,poor,61,63,61,0,6,0,medium,0,0,67,0,0,1,distro making,2,no,0,yes,1,game development,Software_Developer
0,0.0,93,0,6,91,67,0,0,0,0,0,81,yes,0.0,12,1,0,5,81,poor,77,68,77,0,5,0,poor,0,0,60,0,0,0,python,3,no,0,no,1,testing,Business_Analyst
0,0.0,83,0,3,62,86,0,0,0,0,0,67,yes,0.0,9,0,0,6,63,poor,65,90,66,0,8,0,poor,0,0,71,0,0,1,machine learning,2,yes,0,yes,1,hacking,QA_Engineer
0,0.0,71,0,5,68,65,0,0,0,0,0,69,yes,0.0,4,0,0,7,62,excellent,61,94,63,0,8,0,medium,0,0,74,0,0,1,information security,6,no,1,yes,0,system designing,Web_Developer
0,0.0,92,0,5,60,62,0,0,0,0,0,94,yes,0.0,11,1,0,7,73,medium,62,60,94,0,4,0,medium,0,0,90,0,0,0,app development,5,no,0,no,1,hacking,Web_Developer
0,0.0,86,0,3,60,92,0,0,0,0,0,65,no,0.0,4,0,0,9,65,excellent,64,92,61,0,4,0,medium,0,0,63,0,0,0,hadoop,6,no,1,no,1,web technologies,Information_Security_Specialist
0,0.0,91,0,7,82,91,0,0,0,0,0,61,no,0.0,12,0,0,8,82,medium,78,82,68,0,1,0,medium,0,0,86,0,0,0,machine learning,0,no,0,no,1,testing,Business_Analyst
0,0.0,73,0,2,69,67,0,0,0,0,0,88,no,0.0,12,0,0,6,60,excellent,63,90,90,0,8,0,excellent,0,0,67,0,0,0,hadoop,0,yes,1,yes,0,system designing,Information_Security_Specialist
0,0.0,61,0,2,70,88,0,0,0,0,0,91,yes,0.0,4,0,0,5,88,poor,93,67,66,0,5,0,medium,0,0,62,0,0,1,app development,0,no,1,yes,1,game development,Database_Professional
0,0.0,61,0,2,84,82,0,0,0,0,0,74,yes,0.0,5,1,0,8,60,poor,89,65,73,0,8,0,excellent,0,0,90,0,0,1,hadoop,3,yes,1,no,1,system designing,Business_Analyst
0,0.0,62,0,4,65,78,0,0,0,0,0,65,no,0.0,4,1,0,9,61,excellent,67,84,70,0,5,0,medium,0,0,70,0,0,0,r programming,6,no,0,yes,0,system designing,QA_Engineer
0,0.0,89,0,7,69,63,0,0,0,0,0,61,yes,0.0,9,0,0,9,80,poor,86,74,66,0,6,0,excellent,0,0,75,0,0,0,shell programming,5,yes,1,yes,0,testing,Technical_Support_Engineer
0,0.0,67,0,5,66,80,0,0,0,0,0,90,no,0.0,4,1,0,7,77,poor,69,92,76,0,1,0,medium,0,0,92,0,0,1,full stack,5,no,1,yes,0,testing,Technical_Support_Engineer
0,0.0,74,0,4,91,87,0,0,0,0,0,80,no,0.0,12,1,0,5,78,excellent,92,75,85,0,7,0,medium,0,0,93,0,0,1,distro making,0,no,1,yes,0,testing,Information_Security_Specialist
0,0.0,82,0,1,67,83,0,0,0,0,0,79,no,0.0,4,0,0,8,68,medium,84,90,75,0,8,0,excellent,0,0,72,0,0,0,python,5,yes,1,no,1,database security,Business_Intelligence_Analyst
0,0.0,60,0,3,75,90,0,0,0,0,0,93,yes,0.0,12,0,0,9,76,excellent,78,71,93,0,5,0,poor,0,0,79,0,0,1,app development,1,yes,1,no,0,data science,Project_Manager
0,0.0,82,0,1,87,87,0,0,0,0,0,73,yes,0.0,11,0,0,1,83,medium,93,83,64,0,8,0,excellent,0,0,70,0,0,1,app development,0,yes,0,no,0,testing,IT_Manager
0,0.0,68,0,2,85,90,0,0,0,0,0,75,no,0.0,4,1,0,3,92,poor,85,83,70,0,6,0,excellent,0,0,90,0,0,1,app development,1,yes,0,yes,1,testing,Web_Developer
0,0.0,88,0,9,90,75,0,0,0,0,0,63,yes,0.0,4,1,0,2,71,medium,87,89,65,0,8,0,poor,0,0,78,0,0,0,python,3,no,1,yes,0,data science,Programmer_Analyst
0,0.0,70,0,3,75,71,0,0,0,0,0,94,no,0.0,11,0,0,5,93,poor,82,74,93,0,1,0,excellent,0,0,85,0,0,0,full stack,6,yes,1,no,0,game development,Business_Analyst
0,0.0,85,0,7,87,78,0,0,0,0,0,62,no,0.0,7,0,0,7,87,excellent,86,80,68,0,5,0,excellent,0,0,64,0,0,1,shell programming,4,yes,1,no,0,testing,Cyber_Security_Specialist
0,0.0,67,0,2,65,87,0,0,0,0,0,72,no,0.0,10,0,0,9,68,poor,77,70,64,0,5,0,excellent,0,0,82,0,0,0,full stack,0,yes,1,no,0,database security,Business_Analyst
0,0.0,63,0,2,76,65,0,0,0,0,0,76,no,0.0,11,0,0,8,87,excellent,61,76,84,0,9,0,poor,0,0,85,0,0,1,app development,4,yes,0,no,1,web technologies,UX_UI_Designer
0,0.0,74,0,2,80,86,0,0,0,0,0,69,no,0.0,9,1,0,8,83,excellent,68,66,78,0,9,0,excellent,0,0,85,0,0,0,hadoop,6,yes,1,yes,0,hacking,Solutions_Architect
0,0.0,83,0,9,78,89,0,0,0,0,0,77,yes,0.0,11,1,0,3,82,poor,61,83,62,0,5,0,poor,0,0,82,0,0,0,app development,6,no,0,no,0,system designing,Business_Analyst
0,0.0,71,0,7,94,81,0,0,0,0,0,65,no,0.0,9,1,0,8,78,poor,93,66,72,0,4,0,excellent,0,0,60,0,0,0,shell programming,5,no,1,no,0,cloud computing,Systems_Analyst
0,0.0,85,0,1,62,82,0,0,0,0,0,74,yes,0.0,10,0,0,6,70,poor,83,78,80,0,8,0,poor,0,0,85,0,0,1,app development,2,yes,1,yes,1,hacking,Data_Architect
0,0.0,67,0,6,84,93,0,0,0,0,0,83,yes,0.0,5,1,0,5,81,excellent,94,74,94,0,9,0,poor,0,0,65,0,0,1,python,1,yes,1,yes,0,game development,Software_Developer
0,0.0,74,0,1,64,71,0,0,0,0,0,92,no,0.0,5,0,0,9,94,excellent,87,85,70,0,9,0,medium,0,0,69,0,0,0,app development,1,no,1,yes,0,web technologies,Software_Developer
0,0.0,83,0,8,88,63,0,0,0,0,0,60,yes,0.0,11,0,0,7,93,medium,85,71,80,0,1,0,poor,0,0,71,0,0,1,full stack,4,yes,1,no,1,web technologies,Technical_Support_Engineer
0,0.0,83,0,5,78,70,0,0,0,0,0,71,no,0.0,8,0,0,9,64,excellent,82,67,86,0,8,0,poor,0,0,63,0,0,1,machine learning,0,no,1,yes,1,testing,Systems_Analyst
0,0.0,83,0,5,78,75,0,0,0,0,0,63,yes,0.0,7,1,0,7,85,medium,66,81,63,0,5,0,medium,0,0,78,0,0,0,shell programming,6,no,1,yes,0,cloud computing,Database_Professional
0,0.0,73,0,3,84,82,0,0,0,0,0,68,no,0.0,9,1,0,7,63,poor,84,79,77,0,5,0,poor,0,0,91,0,0,1,python,1,no,1,yes,1,database security,Web_Developer
0,0.0,78,0,9,81,92,0,0,0,0,0,66,no,0.0,10,0,0,5,91,poor,71,73,76,0,5,0,excellent,0,0,75,0,0,0,distro making,5,no,0,yes,1,database security,Information_Security_Specialist
0,0.0,84,0,2,69,71,0,0,0,0,0,81,yes,0.0,11,1,0,4,63,medium,77,75,63,0,4,0,poor,0,0,90,0,0,1,machine learning,3,no,0,yes,0,cloud computing,Technical_Support_Engineer
0,0.0,73,0,2,73,84,0,0,0,0,0,60,yes,0.0,10,1,0,3,67,poor,77,69,86,0,8,0,poor,0,0,91,0,0,0,hadoop,5,yes,1,yes,0,cloud computing,Software_Developer
0,0.0,62,0,7,77,79,0,0,0,0,0,87,no,0.0,10,0,0,6,60,poor,71,69,64,0,8,0,poor,0,0,67,0,0,1,shell programming,3,no,1,yes,1,system designing,Database_Professional
0,0.0,78,0,4,68,85,0,0,0,0,0,60,no,0.0,8,0,0,3,67,poor,87,65,80,0,3,0,poor,0,0,93,0,0,1,machine learning,0,yes,0,yes,1,hacking,Technical_Support_Engineer
0,0.0,87,0,1,75,80,0,0,0,0,0,66,no,0.0,5,0,0,9,74,medium,66,76,80,0,7,0,poor,0,0,67,0,0,0,full stack,6,no,0,yes,0,testing,Database_Professional
0,0.0,85,0,7,92,62,0,0,0,0,0,64,yes,0.0,9,1,0,5,73,poor,67,74,64,0,9,0,excellent,0,0,72,0,0,1,distro making,0,no,1,yes,0,hacking,Networking_Engineer
0,0.0,63,0,3,93,91,0,0,0,0,0,67,yes,0.0,6,1,0,3,92,poor,70,86,73,0,8,0,poor,0,0,94,0,0,1,machine learning,4,no,0,no,0,system designing,Mobile_App_Developer
0,0.0,69,0,4,75,86,0,0,0,0,0,67,no,0.0,4,1,0,7,66,excellent,63,64,76,0,4,0,poor,0,0,62,0,0,0,distro making,0,yes,0,yes,1,testing,Technical_Support_Engineer
0,0.0,94,0,8,86,69,0,0,0,0,0,91,yes,0.0,7,0,0,2,78,excellent,68,93,70,0,7,0,poor,0,0,85,0,0,0,full stack,2,yes,0,yes,0,cloud computing,Technical_Support_Engineer
0,0.0,74,0,6,89,63,0,0,0,0,0,74,no,0.0,7,0,0,6,85,medium,65,94,75,0,5,0,medium,0,0,74,0,0,1,machine learning,5,no,1,yes,1,game development,IT_Manager
0,0.0,91,0,1,64,61,0,0,0,0,0,87,no,0.0,10,1,0,2,79,medium,84,76,84,0,8,0,medium,0,0,66,0,0,1,python,5,no,0,no,0,data science,Software_Developer
0,0.0,75,0,1,61,74,0,0,0,0,0,62,no,0.0,9,1,0,8,70,poor,85,80,83,0,8,0,excellent,0,0,75,0,0,0,information security,2,yes,0,no,0,cloud computing,Solutions_Architect
0,0.0,67,0,4,76,76,0,0,0,0,0,67,yes,0.0,12,0,0,7,80,poor,84,69,68,0,6,0,medium,0,0,80,0,0,0,hadoop,0,yes,1,yes,1,testing,Networking_Engineer
0,0.0,84,0,7,83,90,0,0,0,0,0,83,no,0.0,8,1,0,3,61,medium,64,83,66,0,4,0,excellent,0,0,70,0,0,1,r programming,2,no,0,yes,1,cloud computing,Technical_Support_Engineer
0,0.0,72,0,9,67,77,0,0,0,0,0,75,yes,0.0,4,0,0,6,81,poor,70,88,79,0,7,0,poor,0,0,90,0,0,1,hadoop,0,no,0,yes,1,web technologies,IT_Manager
0,0.0,68,0,6,75,74,0,0,0,0,0,75,yes,0.0,5,0,0,4,92,medium,70,83,63,0,1,0,poor,0,0,61,0,0,1,information security,5,yes,0,no,1,system designing,Software_Developer
0,0.0,89,0,7,63,87,0,0,0,0,0,86,no,0.0,5,1,0,5,63,excellent,75,89,68,0,8,0,medium,0,0,63,0,0,0,python,4,no,1,yes,1,testing,Programmer_Analyst
0,0.0,61,0,6,78,85,0,0,0,0,0,85,no,0.0,9,0,0,1,66,poor,90,90,75,0,9,0,excellent,0,0,93,0,0,0,machine learning,4,no,0,no,1,system designing,Business_Analyst
0,0.0,62,0,4,94,90,0,0,0,0,0,68,no,0.0,7,1,0,9,73,poor,64,91,71,0,2,0,excellent,0,0,87,0,0,1,machine learning,6,no,1,no,0,cloud computing,Software_Developer
0,0.0,69,0,3,73,81,0,0,0,0,0,90,no,0.0,6,0,0,5,71,medium,80,66,63,0,1,0,medium,0,0,81,0,0,1,r programming,6,yes,0,yes,0,web technologies,Business_Intelligence_Analyst
0,0.0,74,0,4,80,90,0,0,0,0,0,93,no,0.0,10,0,0,2,94,poor,80,61,91,0,8,0,medium,0,0,81,0,0,0,r programming,3,no,0,no,0,system designing,Database_Professional
0,0.0,74,0,4,69,88,0,0,0,0,0,63,no,0.0,8,0,0,6,89,excellent,84,92,71,0,5,0,poor,0,0,68,0,0,0,distro making,3,yes,1,yes,1,game development,Technical_Engineer
0,0.0,74,0,7,63,62,0,0,0,0,0,76,no,0.0,10,0,0,5,82,poor,68,64,91,0,3,0,excellent,0,0,73,0,0,1,app development,2,yes,0,yes,0,testing,Data_Architect
0,0.0,86,0,3,79,62,0,0,0,0,0,84,no,0.0,5,0,0,6,69,excellent,66,74,65,0,4,0,excellent,0,0,84,0,0,1,full stack,0,yes,0,no,0,cloud computing,Software_Developer
0,0.0,80,0,3,85,61,0,0,0,0,0,84,yes,0.0,6,0,0,7,62,excellent,66,88,67,0,1,0,excellent,0,0,91,0,0,1,app development,0,yes,0,yes,1,system designing,Software_Developer
0,0.0,75,0,6,65,64,0,0,0,0,0,84,yes,0.0,12,1,0,9,92,medium,94,76,78,0,3,0,medium,0,0,86,0,0,1,machine learning,0,yes,1,no,0,system designing,Cyber_Security_Specialist
0,0.0,68,0,8,66,94,0,0,0,0,0,65,yes,0.0,11,0,0,7,90,excellent,87,73,91,0,4,0,excellent,0,0,92,0,0,1,distro making,0,no,1,yes,0,testing,Networking_Engineer
0,0.0,61,0,1,61,76,0,0,0,0,0,83,no,0.0,11,1,0,6,66,excellent,78,63,79,0,1,0,medium,0,0,91,0,0,1,shell programming,0,no,0,no,1,hacking,Technical_Support_Engineer
0,0.0,64,0,9,68,81,0,0,0,0,0,89,no,0.0,7,0,0,8,63,poor,81,60,93,0,1,0,poor,0,0,93,0,0,0,machine learning,3,yes,0,yes,0,database security,Cyber_Security_Specialist
0,0.0,93,0,5,78,88,0,0,0,0,0,88,yes,0.0,9,1,0,4,93,medium,86,76,65,0,2,0,poor,0,0,63,0,0,1,hadoop,5,yes,1,yes,1,web technologies,Web_Developer
0,0.0,92,0,1,84,60,0,0,0,0,0,83,no,0.0,8,0,0,9,87,poor,64,72,90,0,6,0,poor,0,0,67,0,0,0,full stack,0,no,1,no,0,hacking,Administrator
0,0.0,67,0,6,75,84,0,0,0,0,0,92,no,0.0,5,0,0,6,83,excellent,64,85,77,0,8,0,poor,0,0,91,0,0,1,full stack,5,yes,1,no,1,game development,Software_Developer
0,0.0,65,0,4,72,67,0,0,0,0,0,73,yes,0.0,5,1,0,2,83,excellent,72,82,74,0,4,0,excellent,0,0,93,0,0,1,machine learning,3,no,0,no,0,cloud computing,Solutions_Architect
0,0.0,64,0,7,60,71,0,0,0,0,0,88,yes,0.0,12,1,0,9,75,excellent,76,70,73,0,6,0,excellent,0,0,76,0,0,0,app development,1,yes,1,yes,1,hacking,Administrator
0,0.0,67,0,6,86,72,0,0,0,0,0,61,yes,0.0,7,0,0,5,86,poor,68,71,61,0,3,0,excellent,0,0,65,0,0,0,shell programming,5,no,1,no,0,cloud computing,UX_UI_Designer
0,0.0,92,0,8,73,84,0,0,0,0,0,65,yes,0.0,4,0,0,1,61,poor,83,77,70,0,2,0,medium,0,0,91,0,0,1,app development,2,no,0,no,1,system designing,Project_Manager
0,0.0,85,0,7,64,79,0,0,0,0,0,86,no,0.0,10,0,0,1,63,poor,66,60,74,0,2,0,medium,0,0,91,0,0,0,hadoop,3,no,1,yes,1,data science,Project_Manager
0,0.0,94,0,2,81,72,0,0,0,0,0,71,yes,0.0,5,1,0,2,81,poor,65,91,76,0,3,0,excellent,0,0,84,0,0,1,distro making,0,yes,0,yes,1,game development,Networking_Engineer
0,0.0,67,0,2,82,68,0,0,0,0,0,85,yes,0.0,7,0,0,2,90,excellent,80,66,71,0,5,0,excellent,0,0,67,0,0,0,machine learning,6,yes,0,no,0,game development,QA_Engineer
0,0.0,69,0,8,67,60,0,0,0,0,0,94,yes,0.0,8,0,0,2,66,excellent,72,82,71,0,8,0,excellent,0,0,80,0,0,0,shell programming,1,no,1,no,1,game development,Technical_Engineer
0,0.0,60,0,7,66,94,0,0,0,0,0,80,yes,0.0,5,0,0,8,81,excellent,88,73,94,0,6,0,medium,0,0,70,0,0,1,full stack,5,no,0,yes,1,web technologies,Software_Developer
0,0.0,77,0,1,86,70,0,0,0,0,0,84,yes,0.0,6,1,0,3,64,excellent,94,60,90,0,3,0,excellent,0,0,94,0,0,1,information security,4,yes,0,yes,0,hacking,QA_Engineer
0,0.0,76,0,1,69,87,0,0,0,0,0,90,yes,0.0,12,1,0,8,88,poor,88,91,85,0,8,0,poor,0,0,64,0,0,0,r programming,4,yes,1,no,0,cloud computing,Networking_Engineer
0,0.0,69,0,8,77,94,0,0,0,0,0,74,yes,0.0,7,0,0,9,66,poor,83,92,62,0,8,0,poor,0,0,67,0,0,1,information security,5,no,1,yes,0,database security,Technical_Engineer
0,0.0,64,0,1,65,73,0,0,0,0,0,71,yes,0.0,7,1,0,7,74,poor,76,81,61,0,7,0,poor,0,0,82,0,0,0,machine learning,5,no,0,no,1,system designing,Cyber_Security_Specialist
0,0.0,90,0,5,82,76,0,0,0,0,0,75,yes,0.0,6,1,0,2,65,medium,82,78,65,0,6,0,medium,0,0,84,0,0,0,python,2,yes,1,yes,1,data science,UX_UI_Designer
0,0.0,67,0,8,94,89,0,0,0,0,0,68,yes,0.0,4,0,0,8,93,poor,85,83,76,0,6,0,poor,0,0,86,0,0,1,app development,5,no,1,no,1,web technologies,Database_Professional
0,0.0,91,0,1,71,89,0,0,0,0,0,91,yes,0.0,4,0,0,8,81,excellent,86,69,87,0,9,0,poor,0,0,70,0,0,0,hadoop,6,yes,1,no,1,data science,Programmer_Analyst
0,0.0,93,0,4,65,87,0,0,0,0,0,74,yes,0.0,4,0,0,6,84,poor,82,63,69,0,3,0,excellent,0,0,61,0,0,0,python,3,no,0,yes,1,cloud computing,QA_Engineer
0,0.0,86,0,4,83,93,0,0,0,0,0,77,yes,0.0,7,0,0,6,66,excellent,90,77,67,0,7,0,excellent,0,0,84,0,0,0,machine learning,5,no,1,no,0,data science,Business_Analyst
0,0.0,72,0,1,69,68,0,0,0,0,0,94,yes,0.0,12,0,0,6,78,medium,66,69,60,0,9,0,poor,0,0,62,0,0,0,shell programming,2,yes,0,yes,1,game development,Database_Professional
0,0.0,90,0,3,71,81,0,0,0,0,0,61,yes,0.0,6,1,0,6,94,medium,86,73,75,0,4,0,excellent,0,0,66,0,0,0,python,0,yes,1,yes,0,database security,Software_Developer
0,0.0,73,0,7,90,72,0,0,0,0,0,92,yes,0.0,6,0,0,4,63,excellent,61,65,66,0,3,0,poor,0,0,77,0,0,1,python,1,yes,1,yes,1,data science,Solutions_Architect
0,0.0,70,0,7,67,93,0,0,0,0,0,86,no,0.0,12,0,0,8,66,excellent,70,77,87,0,6,0,medium,0,0,80,0,0,0,shell programming,5,no,0,no,0,data science,Information_Security_Specialist
0,0.0,86,0,2,81,66,0,0,0,0,0,61,yes,0.0,11,0,0,1,70,excellent,76,67,84,0,8,0,excellent,0,0,70,0,0,0,information security,5,no,1,yes,0,cloud computing,Networking_Engineer
0,0.0,68,0,6,62,74,0,0,0,0,0,85,no,0.0,4,0,0,6,61,excellent,60,83,92,0,3,0,medium,0,0,77,0,0,1,shell programming,0,no,0,no,0,database security,Technical_Support_Engineer
0,0.0,60,0,2,69,81,0,0,0,0,0,62,yes,0.0,11,1,0,3,63,excellent,78,81,86,0,2,0,medium,0,0,85,0,0,0,information security,3,yes,1,yes,0,game development,Systems_Analyst
0,0.0,76,0,4,62,64,0,0,0,0,0,62,no,0.0,12,1,0,7,62,excellent,72,72,78,0,3,0,medium,0,0,91,0,0,1,hadoop,0,no,0,no,0,system designing,Software_Developer
0,0.0,89,0,7,81,79,0,0,0,0,0,85,no,0.0,5,1,0,3,75,poor,66,85,78,0,6,0,poor,0,0,83,0,0,0,python,1,yes,1,yes,0,cloud computing,Technical_Support_Engineer
0,0.0,80,0,1,69,60,0,0,0,0,0,68,yes,0.0,5,0,0,9,64,poor,81,90,80,0,9,0,poor,0,0,62,0,0,1,python,3,no,1,no,0,hacking,QA_Engineer
0,0.0,82,0,3,62,94,0,0,0,0,0,74,yes,0.0,7,0,0,7,89,excellent,93,69,79,0,9,0,excellent,0,0,79,0,0,1,shell programming,0,no,0,no,0,system designing,Business_Analyst
0,0.0,93,0,6,91,90,0,0,0,0,0,74,yes,0.0,6,1,0,2,63,medium,70,66,73,0,6,0,poor,0,0,82,0,0,0,r programming,2,no,0,no,0,data science,Technical_Engineer
0,0.0,69,0,3,66,64,0,0,0,0,0,66,yes,0.0,11,1,0,7,60,excellent,72,87,65,0,5,0,medium,0,0,79,0,0,0,hadoop,4,yes,1,no,1,web technologies,Technical_Support_Engineer
0,0.0,93,0,6,80,73,0,0,0,0,0,60,yes,0.0,7,0,0,1,94,excellent,69,71,70,0,8,0,poor,0,0,64,0,0,0,hadoop,6,no,1,no,1,hacking,IT_Manager
0,0.0,92,0,3,70,92,0,0,0,0,0,63,no,0.0,7,0,0,4,70,medium,67,89,74,0,1,0,excellent,0,0,87,0,0,0,shell programming,0,yes,0,yes,0,testing,Web_Developer
0,0.0,75,0,8,73,70,0,0,0,0,0,73,yes,0.0,7,0,0,7,76,excellent,60,91,79,0,6,0,poor,0,0,69,0,0,1,r programming,2,yes,1,yes,0,web technologies,Business_Analyst
0,0.0,65,0,2,62,68,0,0,0,0,0,60,no,0.0,9,0,0,6,76,poor,72,61,75,0,1,0,excellent,0,0,88,0,0,0,distro making,0,no,0,yes,1,game development,Systems_Analyst
0,0.0,68,0,5,76,67,0,0,0,0,0,62,no,0.0,7,1,0,5,63,excellent,81,83,60,0,4,0,medium,0,0,88,0,0,1,information security,2,no,0,no,0,database security,Web_Developer
0,0.0,87,0,8,81,94,0,0,0,0,0,68,yes,0.0,7,0,0,7,76,medium,73,93,78,0,8,0,poor,0,0,88,0,0,1,machine learning,0,yes,0,yes,0,database security,Solutions_Architect
0,0.0,88,0,1,65,65,0,0,0,0,0,84,yes,0.0,9,1,0,3,69,excellent,78,66,71,0,2,0,medium,0,0,65,0,0,0,information security,6,no,0,no,0,data science,UX_UI_Designer
0,0.0,79,0,3,64,76,0,0,0,0,0,74,yes,0.0,8,0,0,7,74,medium,79,65,64,0,6,0,excellent,0,0,84,0,0,0,full stack,6,yes,1,no,1,hacking,Networking_Engineer
0,0.0,83,0,1,63,84,0,0,0,0,0,94,yes,0.0,7,0,0,8,75,excellent,87,91,62,0,4,0,excellent,0,0,89,0,0,0,app development,5,no,1,yes,0,cloud computing,Project_Manager
0,0.0,67,0,8,94,81,0,0,0,0,0,62,no,0.0,12,0,0,3,74,excellent,76,84,93,0,1,0,medium,0,0,64,0,0,0,machine learning,1,yes,0,no,0,system designing,UX_UI_Designer
0,0.0,74,0,7,67,93,0,0,0,0,0,70,no,0.0,4,0,0,1,92,medium,70,90,80,0,6,0,medium,0,0,69,0,0,1,shell programming,4,no,1,yes,1,data science,Database_Professional
0,0.0,79,0,1,64,89,0,0,0,0,0,65,no,0.0,10,0,0,2,73,poor,66,82,76,0,4,0,poor,0,0,70,0,0,1,hadoop,0,yes,0,no,1,testing,Database_Professional
0,0.0,92,0,7,80,94,0,0,0,0,0,81,no,0.0,10,1,0,2,73,excellent,82,77,64,0,7,0,poor,0,0,67,0,0,1,hadoop,4,yes,1,no,1,database security,Database_Professional
0,0.0,89,0,9,91,81,0,0,0,0,0,74,no,0.0,9,1,0,5,76,medium,73,86,67,0,4,0,medium,0,0,74,0,0,0,app development,1,no,1,yes,1,hacking,UX_UI_Designer
0,0.0,87,0,1,93,63,0,0,0,0,0,84,no,0.0,6,0,0,3,60,excellent,70,63,86,0,8,0,excellent,0,0,92,0,0,0,shell programming,0,no,1,yes,0,database security,Solutions_Architect
0,0.0,76,0,9,83,93,0,0,0,0,0,72,no,0.0,12,1,0,1,84,medium,76,74,75,0,4,0,poor,0,0,91,0,0,1,app development,5,no,0,no,1,game development,Project_Manager
0,0.0,68,0,6,89,92,0,0,0,0,0,80,yes,0.0,10,1,0,2,79,excellent,79,65,73,0,1,0,poor,0,0,70,0,0,1,machine learning,1,no,0,yes,0,web technologies,Networking_Engineer
0,0.0,73,0,8,92,69,0,0,0,0,0,66,no,0.0,5,1,0,6,67,poor,72,74,78,0,4,0,medium,0,0,88,0,0,1,information security,4,no,1,no,0,database security,Business_Analyst
0,0.0,64,0,1,89,83,0,0,0,0,0,90,no,0.0,6,0,0,9,90,medium,63,63,77,0,6,0,poor,0,0,84,0,0,1,shell programming,2,yes,1,yes,0,system designing,Cyber_Security_Specialist
